,split
58748,train
58749,train
58750,train
58751,train
58752,train
58753,test
58754,train
58755,train
58756,test
58757,train
58758,train
58759,train
58760,train
58761,train
58762,train
58763,train
58764,train
58765,train
58766,train
58767,train
58768,train
58769,train
58770,train
58771,train
58772,train
58773,train
58774,train
58775,train
58776,train
58777,train
58778,test
58779,train
58780,test
58781,train
58782,train
58783,train
58784,train
58785,test
58786,train
58787,train
58788,train
58789,train
58790,train
58791,test
58792,train
58793,train
58794,test
58795,train
58796,train
58797,train
58798,test
58799,train
58800,train
58801,test
58802,train
58803,test
58804,train
58805,train
58806,train
58807,train
58808,train
58809,test
58810,train
58811,test
58812,train
58813,train
58814,test
58815,train
58816,test
58817,train
58818,train
58819,train
58820,train
58821,test
58822,train
58823,train
58824,train
58825,train
58826,train
58827,train
58828,train
58829,test
58830,test
58831,train
58832,train
58833,train
58834,test
58835,test
58836,train
58837,train
58838,train
58839,train
58840,test
58841,train
58842,test
58843,train
58844,test
58845,train
58846,train
58847,test
58848,train
58849,train
58850,train
58851,train
58852,test
58853,test
58854,train
58855,train
58856,test
58857,train
58858,train
58859,train
58860,test
58861,train
58862,train
58863,train
58864,train
58865,train
58866,train
58867,train
58868,test
58869,test
58870,train
58871,train
58872,test
58873,train
58874,train
58875,train
58876,test
58877,test
58878,train
58879,train
58880,train
58881,test
58882,train
58883,train
58884,train
58885,train
58886,train
58887,test
58888,train
58889,train
58890,train
58891,train
58892,train
58893,train
58894,train
58895,train
58896,train
58897,train
58898,train
58899,train
58900,train
58901,train
58902,train
58903,train
58904,train
58905,train
58906,train
58907,train
58908,train
58909,train
58910,train
58911,train
58912,train
58913,train
58914,test
58915,train
58916,train
58917,test
58918,train
58919,train
58920,train
58921,train
58922,train
58923,test
58924,train
58925,train
58926,train
58927,test
58928,train
58929,train
58930,train
58931,train
58932,test
58933,train
58934,train
58935,train
58936,train
58937,train
58938,train
58939,train
58940,train
58941,train
58942,train
58943,train
58944,train
58945,train
58946,train
58947,train
58948,train
58949,train
58950,train
58951,train
58952,train
58953,train
58954,train
58955,train
58956,train
58957,train
58958,test
58959,train
58960,test
58961,train
58962,train
58963,train
58964,test
58965,train
58966,train
58967,train
58968,train
58969,train
58970,train
58971,train
58972,test
58973,train
58974,train
58975,train
58976,train
58977,test
58978,train
58979,train
58980,train
58981,test
58982,train
58983,train
58984,test
58985,train
58986,train
58987,test
58988,train
58989,test
58990,train
58991,test
58992,train
58993,train
58994,test
58995,train
58996,train
58997,train
58998,train
58999,test
59000,train
59001,train
59002,train
59003,train
59004,train
59005,train
59006,train
59007,train
59008,train
59009,train
59010,train
59011,train
59012,train
59013,train
59014,train
59015,train
59016,train
59017,train
59018,train
59019,train
59020,train
59021,train
59022,train
59023,train
59024,train
59025,train
59026,train
59027,train
59028,train
59029,train
59030,train
59031,train
59032,train
59033,train
59034,train
59035,train
59036,train
59037,train
59038,train
59039,test
59040,train
59041,train
59042,train
59043,train
59044,train
59045,train
59046,train
59047,test
59048,train
59049,train
59050,train
59051,test
59052,train
59053,train
59054,train
59055,train
59056,train
59057,train
59058,train
59059,train
59060,test
59061,train
59062,test
59063,test
59064,test
59065,train
59066,train
59067,train
59068,train
59069,train
59070,test
59071,train
59072,train
59073,train
59074,test
59075,train
59076,train
59077,train
59078,train
59079,test
59080,train
59081,train
59082,train
59083,test
59084,test
59085,train
59086,train
59087,test
59088,train
59089,test
59090,test
59091,train
59092,train
59093,train
59094,train
59095,test
59096,test
59097,train
59098,train
59099,train
59100,train
59101,train
59102,train
59103,train
59104,train
59105,train
59106,train
59107,train
59108,train
59109,train
59110,train
59111,train
59112,train
59113,train
59114,train
59115,train
59116,test
59117,test
59118,train
59119,train
59120,train
59121,train
59122,train
59123,train
59124,test
59125,train
59126,train
59127,train
59128,train
59129,train
59130,train
59131,train
59132,train
59133,train
59134,test
59135,train
59136,train
59137,test
59138,train
59139,train
59140,train
59141,train
59142,train
59143,train
59144,train
59145,train
59146,train
59147,train
59148,train
59149,test
59150,train
59151,train
59152,train
59153,test
59154,test
59155,train
59156,train
59157,train
59158,train
59159,train
59160,train
59161,train
59162,train
59163,test
59164,train
59165,train
59166,train
59167,train
59168,train
59169,test
59170,test
59171,test
59172,train
59173,train
59174,train
59175,train
59176,train
59177,train
59178,train
59179,train
59180,test
59181,test
59182,train
59183,train
59184,train
59185,train
59186,train
59187,test
59188,train
59189,train
59190,train
59191,train
59192,train
59193,train
59194,train
59195,train
59196,train
59197,train
59198,train
59199,train
59200,train
59201,test
59202,train
59203,train
59204,train
59205,train
59206,test
59207,test
59208,train
59209,train
59210,train
59211,train
59212,train
59213,train
59214,train
59215,train
59216,train
59217,train
59218,train
59219,train
59220,test
59221,train
59222,test
59223,train
59224,train
59225,train
59226,train
59227,train
59228,train
59229,train
59230,train
59231,train
59232,test
59233,train
59234,train
59235,train
59236,test
59237,train
59238,train
59239,train
59240,train
59241,train
59242,train
59243,train
59244,train
59245,train
59246,train
59247,train
59248,train
59249,train
59250,train
59251,test
59252,train
59253,train
59254,train
59255,train
59256,train
59257,train
59258,train
59259,test
59260,train
59261,train
59262,train
59263,train
59264,train
59265,train
59266,train
59267,train
59268,train
59269,train
59270,test
59271,train
59272,train
59273,test
59274,train
59275,test
59276,train
59277,train
59278,train
59279,test
59280,train
59281,train
59282,train
59283,test
59284,train
59285,train
59286,train
59287,train
59288,train
59289,train
59290,train
59291,train
59292,train
59293,train
59294,train
59295,train
59296,train
59297,train
59298,train
59299,test
59300,train
59301,test
59302,train
59303,test
59304,test
59305,train
59306,train
59307,train
59308,train
59309,train
59310,train
59311,train
59312,test
59313,train
59314,train
59315,train
59316,train
59317,train
59318,test
59319,train
59320,train
59321,train
59322,train
59323,test
59324,train
59325,test
59326,train
59327,test
59328,test
59329,train
59330,train
59331,train
59332,test
59333,train
59334,test
59335,train
59336,test
59337,train
59338,train
59339,train
59340,train
59341,train
59342,train
59343,train
59344,train
59345,train
59346,train
59347,test
59348,train
59349,train
59350,train
59351,train
59352,train
59353,train
59354,train
59355,train
59356,train
59357,test
59358,train
59359,train
59360,train
59361,train
59362,train
59363,test
59364,train
59365,train
59366,train
59367,train
59368,test
59369,train
59370,train
59371,train
59372,train
59373,train
59374,train
59375,train
59376,train
59377,test
59378,train
59379,train
59380,train
59381,train
59382,train
59383,train
59384,train
59385,test
59386,train
59387,train
59388,train
59389,train
59390,train
59391,train
59392,train
59393,train
59394,train
59395,train
59396,test
59397,train
59398,train
59399,train
59400,test
59401,train
59402,train
59403,train
59404,train
59405,train
59406,train
59407,train
59408,test
59409,test
59410,test
59411,train
59412,train
59413,train
59414,train
59415,train
59416,train
59417,train
59418,train
59419,train
59420,test
59421,train
59422,test
59423,train
59424,train
59425,train
59426,train
59427,train
59428,test
59429,train
59430,train
59431,train
59432,train
59433,train
59434,train
59435,test
59436,train
59437,train
59438,test
59439,test
59440,train
59441,train
59442,test
59443,train
59444,train
59445,train
59446,train
59447,train
59448,train
59449,train
59450,train
59451,train
59452,train
59453,test
59454,test
59455,test
59456,train
59457,train
59458,train
59459,train
59460,train
59461,train
59462,train
59463,train
59464,train
59465,train
59466,train
59467,train
59468,test
59469,test
59470,train
59471,train
59472,test
59473,train
59474,train
59475,train
59476,train
59477,test
59478,train
59479,train
59480,train
59481,train
59482,test
59483,train
59484,train
59485,train
59486,train
59487,train
59488,train
59489,train
59490,train
59491,test
59492,train
59493,train
59494,train
59495,train
59496,train
59497,train
59498,test
59499,train
59500,train
59501,train
59502,train
59503,train
59504,train
59505,train
59506,train
59507,test
59508,test
59509,train
59510,train
59511,train
59512,test
59513,train
59514,train
59515,train
59516,train
59517,train
59518,train
59519,train
59520,train
59521,test
59522,test
59523,train
59524,train
59525,test
59526,test
59527,test
59528,test
59529,test
59530,train
59531,train
59532,train
59533,train
59534,train
59535,train
59536,train
59537,train
59538,test
59539,train
59540,train
59541,train
59542,train
59543,train
59544,train
59545,test
59546,train
59547,train
59548,train
59549,test
59550,train
59551,train
59552,train
59553,test
59554,train
59555,train
59556,train
59557,test
59558,train
59559,train
59560,train
59561,train
59562,train
59563,train
59564,train
59565,train
59566,train
59567,test
59568,train
59569,train
59570,train
59571,train
59572,test
59573,train
59574,train
59575,train
59576,test
59577,test
59578,train
59579,train
59580,train
59581,train
59582,train
59583,train
59584,test
59585,train
59586,train
59587,train
59588,train
59589,train
59590,train
59591,train
59592,train
59593,test
59594,train
59595,test
59596,train
59597,test
59598,test
59599,train
59600,train
59601,test
59602,train
59603,test
59604,test
59605,train
59606,train
59607,train
59608,test
59609,train
59610,train
59611,train
59612,train
59613,train
59614,train
59615,train
59616,train
59617,test
59618,test
59619,train
59620,train
59621,test
59622,train
59623,train
59624,test
59625,train
59626,test
59627,test
59628,train
59629,test
59630,train
59631,test
59632,train
59633,train
59634,train
59635,train
59636,train
59637,train
59638,train
59639,train
59640,train
59641,train
59642,test
59643,test
59644,train
59645,train
59646,test
59647,train
59648,train
59649,train
59650,train
59651,train
59652,train
59653,train
59654,train
59655,train
59656,train
59657,train
59658,train
59659,train
59660,train
59661,test
59662,train
59663,train
59664,train
59665,train
59666,train
59667,train
59668,test
59669,train
59670,train
59671,train
59672,test
59673,train
59674,train
59675,test
59676,train
59677,test
59678,train
59679,test
59680,train
59681,train
59682,train
59683,train
59684,train
59685,train
59686,train
59687,train
59688,train
59689,train
59690,test
59691,train
59692,train
59693,train
59694,train
59695,train
59696,test
59697,train
59698,train
59699,train
59700,train
59701,train
59702,test
59703,test
59704,test
59705,train
59706,train
59707,train
59708,train
59709,train
59710,test
59711,train
59712,train
59713,train
59714,train
59715,test
59716,test
59717,train
59718,train
59719,train
59720,train
59721,train
59722,train
59723,train
59724,train
59725,train
59726,train
59727,train
59728,train
59729,train
59730,train
59731,test
59732,train
59733,train
59734,train
59735,train
59736,train
59737,train
59738,train
59739,train
59740,train
59741,train
59742,test
59743,test
59744,train
59745,train
59746,train
59747,train
59748,train
59749,test
59750,train
59751,train
59752,test
59753,train
59754,train
59755,train
59756,train
59757,train
59758,train
59759,train
59760,test
59761,train
59762,train
59763,train
59764,train
59765,train
59766,train
59767,train
59768,train
59769,test
59770,train
59771,train
59772,train
59773,train
59774,train
59775,train
59776,train
59777,train
59778,test
59779,train
59780,train
59781,train
59782,train
59783,train
59784,train
59785,train
59786,train
59787,train
59788,train
59789,train
59790,test
59791,train
59792,train
59793,train
59794,train
59795,train
59796,train
59797,train
59798,test
59799,train
59800,train
59801,train
59802,train
59803,train
59804,test
59805,train
59806,train
59807,train
59808,train
59809,test
59810,train
59811,train
59812,train
59813,train
59814,train
59815,train
59816,train
59817,train
59818,train
59819,train
59820,train
59821,train
59822,test
59823,train
59824,train
59825,train
59826,train
59827,train
59828,test
59829,train
59830,train
59831,train
59832,train
59833,train
59834,train
59835,train
59836,train
59837,train
59838,train
59839,train
59840,test
59841,test
59842,train
59843,train
59844,train
59845,train
59846,train
59847,train
59848,train
59849,train
59850,train
59851,test
59852,train
59853,train
59854,train
59855,train
59856,train
59857,train
59858,train
59859,train
59860,train
59861,train
59862,train
59863,train
59864,train
59865,train
59866,train
59867,train
59868,train
59869,train
59870,train
59871,train
59872,train
59873,train
59874,train
59875,train
59876,train
59877,test
59878,train
59879,train
59880,train
59881,train
59882,train
59883,train
59884,train
59885,test
59886,train
59887,train
59888,train
59889,train
59890,test
59891,train
59892,train
59893,train
59894,train
59895,train
59896,train
59897,test
59898,train
59899,train
59900,train
59901,train
59902,train
59903,train
59904,train
59905,train
59906,test
59907,train
59908,train
59909,train
59910,train
59911,test
59912,train
59913,train
59914,train
59915,train
59916,train
59917,train
59918,train
59919,train
59920,test
59921,train
59922,train
59923,train
59924,train
59925,train
59926,test
59927,train
59928,train
59929,train
59930,train
59931,train
59932,train
59933,test
59934,test
59935,train
59936,train
59937,train
59938,train
59939,train
59940,train
59941,train
59942,train
59943,train
59944,train
59945,test
59946,train
59947,test
59948,test
59949,train
59950,train
59951,train
59952,train
59953,train
59954,train
59955,train
59956,train
59957,train
59958,train
59959,train
59960,train
59961,train
59962,train
59963,test
59964,train
59965,train
59966,test
59967,train
59968,test
59969,train
59970,train
59971,train
59972,train
59973,test
59974,test
59975,train
59976,train
59977,train
59978,train
59979,train
59980,train
59981,train
59982,train
59983,train
59984,train
59985,test
59986,train
59987,train
59988,train
59989,train
59990,train
59991,train
59992,train
59993,test
59994,train
59995,train
59996,train
59997,train
59998,train
59999,train
60000,train
60001,train
60002,train
60003,train
60004,train
60005,test
60006,train
60007,test
60008,train
60009,train
60010,test
60011,train
60012,train
60013,test
60014,train
60015,train
60016,train
60017,train
60018,train
60019,train
60020,train
60021,train
60022,train
60023,test
60024,train
60025,train
60026,test
60027,train
60028,train
60029,train
60030,train
60031,train
60032,train
60033,train
60034,train
60035,test
60036,train
60037,train
60038,test
60039,train
60040,test
60041,train
60042,train
60043,train
60044,train
60045,test
60046,train
60047,train
60048,train
60049,train
60050,train
60051,train
60052,train
60053,train
60054,train
60055,train
60056,train
60057,train
60058,train
60059,train
60060,train
60061,test
60062,test
60063,train
60064,train
60065,train
60066,train
60067,test
60068,test
60069,train
60070,train
60071,test
60072,train
60073,train
60074,test
60075,train
60076,train
60077,test
60078,test
60079,train
60080,train
60081,test
60082,train
60083,train
60084,test
60085,train
60086,test
60087,train
60088,train
60089,train
60090,train
60091,train
60092,train
60093,train
60094,train
60095,test
60096,test
60097,train
60098,train
60099,train
60100,train
60101,train
60102,train
60103,train
60104,train
60105,train
60106,train
60107,test
60108,train
60109,train
60110,train
60111,train
60112,test
60113,train
60114,test
60115,train
60116,train
60117,train
60118,test
60119,train
60120,train
60121,train
60122,train
60123,train
60124,test
60125,train
60126,train
60127,train
60128,train
60129,train
60130,train
60131,train
60132,train
60133,test
60134,train
60135,train
60136,train
60137,train
60138,train
60139,train
60140,train
60141,train
60142,train
60143,train
60144,train
60145,train
60146,train
60147,train
60148,test
60149,train
60150,train
60151,train
60152,train
60153,train
60154,train
60155,test
60156,train
60157,train
60158,train
60159,train
60160,train
60161,train
60162,test
60163,train
60164,train
60165,train
60166,train
60167,test
60168,train
60169,train
60170,train
60171,train
60172,train
60173,test
60174,test
60175,train
60176,train
60177,test
60178,train
60179,train
60180,test
60181,train
60182,train
60183,train
60184,train
60185,test
60186,train
60187,train
60188,train
60189,train
60190,train
60191,train
60192,test
60193,train
60194,train
60195,test
60196,train
60197,train
60198,test
60199,train
60200,test
60201,test
60202,train
60203,train
60204,train
60205,train
60206,test
60207,train
60208,train
60209,train
60210,train
60211,train
60212,train
60213,train
60214,train
60215,train
60216,train
60217,train
60218,train
60219,test
60220,train
60221,train
60222,train
60223,test
60224,test
60225,train
60226,train
60227,train
60228,train
60229,test
60230,train
60231,train
60232,train
60233,train
60234,train
60235,test
60236,train
60237,train
60238,train
60239,test
60240,train
60241,train
60242,train
60243,train
60244,train
60245,train
60246,train
60247,test
60248,test
60249,train
60250,train
60251,train
60252,train
60253,train
60254,train
60255,train
60256,train
60257,train
60258,train
60259,train
60260,train
60261,train
60262,train
60263,train
60264,train
60265,test
60266,train
60267,train
60268,train
60269,train
60270,train
60271,train
60272,train
60273,test
60274,train
60275,train
60276,test
60277,train
60278,test
60279,train
60280,train
60281,test
60282,test
60283,train
60284,train
60285,train
60286,train
60287,train
60288,train
60289,train
60290,train
60291,train
60292,train
60293,train
60294,train
60295,train
60296,train
60297,train
60298,test
60299,train
60300,train
60301,train
60302,test
60303,train
60304,test
60305,test
60306,train
60307,train
60308,train
60309,train
60310,train
60311,train
60312,train
60313,train
60314,train
60315,train
60316,train
60317,train
60318,train
60319,train
60320,train
60321,train
60322,train
60323,train
60324,train
60325,train
60326,test
60327,train
60328,train
60329,test
60330,test
60331,train
60332,test
60333,train
60334,train
60335,test
60336,test
60337,train
60338,test
60339,test
60340,train
60341,train
60342,test
60343,train
60344,train
60345,train
60346,test
60347,train
60348,train
60349,train
60350,test
60351,test
60352,train
60353,train
60354,train
60355,test
60356,train
60357,train
60358,train
60359,test
60360,train
60361,train
60362,test
60363,test
60364,train
60365,train
60366,test
60367,train
60368,train
60369,train
60370,train
60371,train
60372,train
60373,train
60374,train
60375,train
60376,train
60377,train
60378,train
60379,train
60380,test
60381,train
60382,train
60383,train
60384,train
60385,test
60386,train
60387,train
60388,train
60389,train
60390,test
60391,train
60392,test
60393,train
60394,train
60395,train
60396,train
60397,train
60398,train
60399,train
60400,test
60401,test
60402,test
60403,test
60404,train
60405,train
60406,train
60407,train
60408,train
60409,train
60410,test
60411,train
60412,train
60413,train
60414,test
60415,test
60416,train
60417,train
60418,train
60419,test
60420,test
60421,test
60422,test
60423,test
60424,train
60425,train
60426,train
60427,train
60428,train
60429,train
60430,train
60431,train
60432,train
60433,train
60434,train
60435,train
60436,train
60437,train
60438,train
60439,test
60440,test
60441,train
60442,train
60443,train
60444,train
60445,train
60446,train
60447,train
60448,test
60449,train
60450,train
60451,train
60452,train
60453,train
60454,train
60455,train
60456,train
60457,train
60458,train
60459,train
60460,train
60461,train
60462,train
60463,train
60464,train
60465,train
60466,train
60467,train
60468,train
60469,train
60470,train
60471,train
60472,test
60473,train
60474,test
60475,train
60476,train
60477,train
60478,test
60479,train
60480,train
60481,train
60482,test
60483,train
60484,train
60485,train
60486,train
60487,train
60488,train
60489,test
60490,train
60491,train
60492,train
60493,train
60494,train
60495,train
60496,train
60497,train
60498,train
60499,train
60500,train
60501,train
60502,train
60503,train
60504,train
60505,train
60506,train
60507,train
60508,test
60509,train
60510,train
60511,train
60512,train
60513,train
60514,train
60515,test
60516,train
60517,train
60518,train
60519,train
60520,train
60521,train
60522,train
60523,train
60524,train
60525,train
60526,test
60527,train
60528,train
60529,train
60530,train
60531,train
60532,train
60533,train
60534,train
60535,train
60536,train
60537,test
60538,train
60539,train
60540,test
60541,test
60542,train
60543,test
60544,train
60545,train
60546,train
60547,test
60548,train
60549,test
60550,train
60551,train
60552,train
60553,train
60554,train
60555,train
60556,train
60557,train
60558,train
60559,train
60560,train
60561,train
60562,train
60563,test
60564,train
60565,train
60566,train
60567,test
60568,train
60569,train
60570,train
60571,train
60572,test
60573,train
60574,train
60575,train
60576,train
60577,test
60578,train
60579,test
60580,train
60581,train
60582,train
60583,train
60584,train
60585,train
60586,train
60587,train
60588,test
60589,test
60590,train
60591,train
60592,train
60593,train
60594,train
60595,train
60596,train
60597,train
60598,test
60599,train
60600,train
60601,train
60602,train
60603,test
60604,test
60605,train
60606,train
60607,test
60608,train
60609,test
60610,train
60611,train
60612,train
60613,train
60614,train
60615,train
60616,train
60617,train
60618,train
60619,train
60620,test
60621,train
60622,train
60623,train
60624,test
60625,test
60626,train
60627,train
60628,train
60629,train
60630,test
60631,train
60632,train
60633,train
60634,train
60635,train
60636,train
60637,train
60638,test
60639,train
60640,train
60641,train
60642,train
60643,train
60644,train
60645,train
60646,train
60647,train
60648,test
60649,train
60650,train
60651,train
60652,test
60653,train
60654,train
60655,train
60656,train
60657,train
60658,test
60659,test
60660,train
60661,train
60662,train
60663,train
60664,train
60665,test
60666,train
60667,train
60668,train
60669,test
60670,test
60671,test
60672,test
60673,test
60674,train
60675,train
60676,train
60677,test
60678,train
60679,test
60680,train
60681,train
60682,train
60683,test
60684,test
60685,train
60686,test
60687,test
60688,train
60689,test
60690,train
60691,train
60692,train
60693,train
60694,train
60695,train
60696,train
60697,test
60698,train
60699,train
60700,train
60701,train
60702,train
60703,train
60704,train
60705,train
60706,train
60707,train
60708,train
60709,train
60710,train
60711,train
60712,train
60713,train
60714,test
60715,train
60716,train
60717,train
60718,test
60719,train
60720,train
60721,test
60722,train
60723,train
60724,train
60725,train
60726,train
60727,train
60728,train
60729,test
60730,train
60731,train
60732,train
60733,train
60734,train
60735,train
60736,train
60737,train
60738,train
60739,test
60740,train
60741,test
60742,train
60743,train
60744,train
60745,test
60746,train
60747,train
60748,train
60749,train
60750,train
60751,train
60752,train
60753,train
60754,train
60755,train
60756,train
60757,train
60758,train
60759,train
60760,test
60761,train
60762,train
60763,train
60764,train
60765,test
60766,train
60767,test
60768,train
60769,train
60770,train
60771,train
60772,test
60773,train
60774,train
60775,train
60776,train
60777,train
60778,test
60779,train
60780,test
60781,train
60782,train
60783,train
60784,train
60785,test
60786,test
60787,train
60788,train
60789,test
60790,train
60791,train
60792,test
60793,train
60794,train
60795,train
60796,train
60797,test
60798,test
60799,train
60800,train
60801,train
60802,train
60803,train
60804,train
60805,train
60806,train
60807,train
60808,train
60809,train
60810,test
60811,test
60812,test
60813,train
60814,train
60815,train
60816,train
60817,test
60818,train
60819,train
60820,train
60821,train
60822,train
60823,train
60824,train
60825,train
60826,train
60827,train
60828,train
60829,train
60830,test
60831,train
60832,train
60833,train
60834,train
60835,train
60836,train
60837,train
60838,train
60839,train
60840,train
60841,test
60842,train
60843,test
60844,train
60845,train
60846,train
60847,train
60848,train
60849,test
60850,train
60851,train
60852,train
60853,train
60854,test
60855,train
60856,test
60857,train
60858,train
60859,train
60860,train
60861,train
60862,train
60863,train
60864,test
60865,train
60866,train
60867,test
60868,train
60869,train
60870,test
60871,test
60872,train
60873,train
60874,train
60875,test
60876,train
60877,test
60878,train
60879,train
60880,train
60881,train
60882,train
60883,train
60884,test
60885,test
60886,test
60887,train
60888,train
60889,test
60890,train
60891,train
60892,train
60893,train
60894,test
60895,train
60896,train
60897,test
60898,test
60899,test
60900,train
60901,train
60902,train
60903,train
60904,train
60905,train
60906,train
60907,train
60908,train
60909,train
60910,train
60911,test
60912,train
60913,test
60914,train
60915,train
60916,train
60917,train
60918,train
60919,test
60920,train
60921,train
60922,train
60923,train
60924,train
60925,train
60926,train
60927,test
60928,train
60929,train
60930,train
60931,train
60932,train
60933,train
60934,test
60935,train
60936,train
60937,train
60938,train
60939,test
60940,train
60941,train
60942,train
60943,train
60944,train
60945,train
60946,train
60947,train
60948,train
60949,train
60950,test
60951,train
60952,test
60953,train
60954,train
60955,train
60956,train
60957,train
60958,train
60959,test
60960,train
60961,train
60962,train
60963,train
60964,train
60965,train
60966,test
60967,test
60968,train
60969,train
60970,train
60971,train
60972,train
60973,train
60974,train
60975,train
60976,train
60977,train
60978,train
60979,train
60980,train
60981,test
60982,train
60983,train
60984,train
60985,train
60986,train
60987,train
60988,train
60989,train
60990,train
60991,test
60992,train
60993,train
60994,train
60995,test
60996,train
60997,train
60998,train
60999,train
61000,train
61001,train
61002,train
61003,train
61004,train
61005,train
61006,train
61007,test
61008,train
61009,train
61010,train
61011,train
61012,train
61013,train
61014,train
61015,train
61016,train
61017,test
61018,train
61019,train
61020,train
61021,train
61022,train
61023,train
61024,test
61025,test
61026,train
61027,train
61028,train
61029,test
61030,train
61031,train
61032,train
61033,train
61034,test
61035,train
61036,train
61037,test
61038,train
61039,test
61040,train
61041,train
61042,train
61043,test
61044,train
61045,train
61046,train
61047,test
61048,train
61049,train
61050,train
61051,train
61052,train
61053,train
61054,train
61055,train
61056,test
61057,train
61058,train
61059,train
61060,test
61061,train
61062,train
61063,train
61064,train
61065,train
61066,test
61067,train
61068,train
61069,train
61070,test
61071,train
61072,test
61073,train
61074,train
61075,train
61076,test
61077,train
61078,train
61079,train
61080,train
61081,test
61082,train
61083,test
61084,train
61085,train
61086,train
61087,test
61088,test
61089,train
61090,train
61091,test
61092,train
61093,test
61094,train
61095,train
61096,train
61097,train
61098,train
61099,train
61100,train
61101,train
61102,train
61103,train
61104,train
61105,test
61106,train
61107,test
61108,train
61109,train
61110,test
61111,train
61112,train
61113,train
61114,train
61115,train
61116,train
61117,test
61118,train
61119,train
61120,train
61121,train
61122,train
61123,test
61124,train
61125,train
61126,train
61127,train
61128,test
61129,test
61130,train
61131,train
61132,train
61133,train
61134,train
61135,train
61136,train
61137,train
61138,train
61139,train
61140,train
61141,train
61142,train
61143,train
61144,train
61145,train
61146,train
61147,train
61148,test
61149,train
61150,train
61151,train
61152,train
61153,train
61154,train
61155,test
61156,train
61157,train
61158,train
61159,train
61160,train
61161,test
61162,train
61163,train
61164,train
61165,train
61166,test
61167,train
61168,test
61169,test
61170,train
61171,train
61172,train
61173,train
61174,train
61175,train
61176,train
61177,train
61178,train
61179,train
61180,train
61181,test
61182,train
61183,test
61184,test
61185,train
61186,train
61187,train
61188,train
61189,train
61190,train
61191,train
61192,train
61193,train
61194,train
61195,train
61196,train
61197,train
61198,test
61199,train
61200,test
61201,train
61202,test
61203,train
61204,train
61205,train
61206,train
61207,test
61208,train
61209,train
61210,train
61211,train
61212,train
61213,test
61214,train
61215,test
61216,test
61217,test
61218,train
61219,train
61220,train
61221,train
61222,train
61223,train
61224,train
61225,train
61226,train
61227,train
61228,test
61229,test
61230,train
61231,train
61232,train
61233,train
61234,train
61235,test
61236,train
61237,train
61238,train
61239,train
61240,test
61241,test
61242,train
61243,train
61244,train
61245,train
61246,train
61247,train
61248,train
61249,train
61250,test
61251,test
61252,train
61253,test
61254,train
61255,train
61256,test
61257,test
61258,test
61259,train
61260,train
61261,train
61262,test
61263,train
61264,train
61265,test
61266,test
61267,train
61268,train
61269,train
61270,test
61271,test
61272,train
61273,train
61274,train
61275,test
61276,train
61277,train
61278,train
61279,train
61280,train
61281,train
61282,train
61283,train
61284,train
61285,train
61286,train
61287,train
61288,test
61289,train
61290,train
61291,test
61292,train
61293,train
61294,train
61295,train
61296,test
61297,test
61298,train
61299,train
61300,train
61301,train
61302,train
61303,train
61304,train
61305,test
61306,train
61307,train
61308,train
61309,train
61310,test
61311,train
61312,test
61313,train
61314,train
61315,train
61316,train
61317,test
61318,train
61319,train
61320,train
61321,train
61322,train
61323,train
61324,train
61325,train
61326,train
61327,train
61328,train
61329,train
61330,train
61331,train
61332,train
61333,train
61334,test
61335,train
61336,train
61337,test
61338,train
61339,train
61340,train
61341,train
61342,train
61343,test
61344,train
61345,train
61346,train
61347,train
61348,train
61349,train
61350,train
61351,train
61352,train
61353,train
61354,train
61355,train
61356,train
61357,test
61358,train
61359,train
61360,train
61361,train
61362,train
61363,train
61364,train
61365,train
61366,train
61367,train
61368,train
61369,train
61370,train
61371,train
61372,train
61373,train
61374,train
61375,train
61376,train
61377,train
61378,train
61379,train
61380,train
61381,train
61382,train
61383,train
61384,train
61385,train
61386,train
61387,train
61388,test
61389,test
61390,test
61391,train
61392,train
61393,train
61394,train
61395,train
61396,train
61397,train
61398,train
61399,train
61400,test
61401,test
61402,train
61403,train
61404,test
61405,test
61406,test
61407,train
61408,train
61409,train
61410,test
61411,train
61412,train
61413,train
61414,train
61415,test
61416,train
61417,train
61418,train
61419,test
61420,test
61421,train
61422,train
61423,train
61424,train
61425,train
61426,train
61427,train
61428,test
61429,train
61430,train
61431,train
61432,train
61433,train
61434,train
61435,train
61436,train
61437,train
61438,train
61439,test
61440,train
61441,train
61442,train
61443,train
61444,train
61445,train
61446,train
61447,train
61448,train
61449,train
61450,train
61451,train
61452,train
61453,train
61454,test
61455,train
61456,train
61457,train
61458,train
61459,test
61460,train
61461,train
61462,train
61463,test
61464,train
61465,train
61466,train
61467,train
61468,train
61469,train
61470,train
61471,train
61472,train
61473,train
61474,train
61475,train
61476,train
61477,train
61478,test
61479,train
61480,train
61481,train
61482,test
61483,train
61484,train
61485,train
61486,train
61487,train
61488,train
61489,train
61490,test
61491,test
61492,train
61493,train
61494,train
61495,test
61496,train
61497,test
61498,train
61499,train
61500,train
61501,train
61502,train
61503,test
61504,test
61505,train
61506,test
61507,train
61508,train
61509,train
61510,train
61511,train
61512,train
61513,train
61514,test
61515,train
61516,train
61517,train
61518,train
61519,test
61520,train
61521,train
61522,train
61523,train
61524,train
61525,train
61526,train
61527,train
61528,train
61529,train
61530,train
61531,train
61532,train
61533,train
61534,train
61535,train
61536,train
61537,train
61538,test
61539,test
61540,train
61541,train
61542,train
61543,test
61544,train
61545,train
61546,test
