,split
62287,train
62288,train
62289,train
62290,train
62291,test
62292,train
62293,test
62294,test
62295,train
62296,train
62297,train
62298,train
62299,train
62300,train
62301,train
62302,train
62303,test
62304,train
62305,train
62306,train
62307,train
62308,train
62309,train
62310,train
62311,train
62312,train
62313,train
62314,train
62315,train
62316,train
62317,train
62318,test
62319,train
62320,train
62321,train
62322,train
62323,test
62324,train
62325,test
62326,train
62327,test
62328,train
62329,train
62330,train
62331,train
62332,train
62333,test
62334,test
62335,train
62336,train
62337,train
62338,train
62339,test
62340,test
62341,test
62342,test
62343,train
62344,train
62345,train
62346,train
62347,train
62348,train
62349,train
62350,train
62351,test
62352,train
62353,train
62354,train
62355,train
62356,train
62357,train
62358,train
62359,train
62360,train
62361,test
62362,test
62363,train
62364,train
62365,train
62366,train
62367,train
62368,train
62369,train
62370,train
62371,train
62372,train
62373,test
62374,train
62375,train
62376,train
62377,train
62378,train
62379,train
62380,train
62381,test
62382,train
62383,train
62384,train
62385,test
62386,test
62387,train
62388,train
62389,test
62390,test
62391,test
62392,train
62393,train
62394,test
62395,train
62396,test
62397,train
62398,train
62399,train
62400,train
62401,train
62402,train
62403,train
62404,train
62405,train
62406,test
62407,train
62408,train
62409,train
62410,train
62411,train
62412,train
62413,train
62414,train
62415,train
62416,train
62417,train
62418,train
62419,train
62420,test
62421,train
62422,test
62423,train
62424,test
62425,train
62426,train
62427,train
62428,train
62429,train
62430,test
62431,train
62432,train
62433,test
62434,train
62435,train
62436,train
62437,train
62438,test
62439,train
62440,train
62441,test
62442,train
62443,train
62444,train
62445,train
62446,train
62447,test
62448,train
62449,test
62450,train
62451,train
62452,train
62453,train
62454,train
62455,train
62456,test
62457,train
62458,train
62459,train
62460,train
62461,test
62462,train
62463,train
62464,train
62465,train
62466,train
62467,train
62468,train
62469,train
62470,train
62471,train
62472,train
62473,test
62474,train
62475,train
62476,train
62477,train
62478,train
62479,train
62480,train
62481,train
62482,test
62483,train
62484,train
62485,test
62486,train
62487,train
62488,train
62489,train
62490,train
62491,train
62492,train
62493,train
62494,train
62495,train
62496,train
62497,train
62498,train
62499,test
62500,train
62501,train
62502,train
62503,train
62504,train
62505,test
62506,train
62507,train
62508,train
62509,train
62510,train
62511,train
62512,train
62513,train
62514,train
62515,train
62516,train
62517,test
62518,train
62519,train
62520,train
62521,train
62522,train
62523,test
62524,train
62525,train
62526,train
62527,train
62528,train
62529,train
62530,train
62531,train
62532,train
62533,test
62534,train
62535,train
62536,train
62537,test
62538,test
62539,train
62540,train
62541,train
62542,train
62543,train
62544,test
62545,train
62546,train
62547,train
62548,train
62549,test
62550,test
62551,train
62552,train
62553,train
62554,train
62555,train
62556,test
62557,train
62558,train
62559,train
62560,train
62561,train
62562,test
62563,train
62564,train
62565,train
62566,train
62567,train
62568,test
62569,train
62570,train
62571,train
62572,train
62573,train
62574,train
62575,test
62576,train
62577,train
62578,train
62579,train
62580,train
62581,train
62582,train
62583,train
62584,test
62585,test
62586,train
62587,train
62588,train
62589,train
62590,train
62591,test
62592,train
62593,train
62594,train
62595,train
62596,train
62597,train
62598,test
62599,train
62600,train
62601,train
62602,train
62603,train
62604,test
62605,train
62606,train
62607,train
62608,train
62609,test
62610,train
62611,test
62612,train
62613,train
62614,test
62615,train
62616,train
62617,train
62618,train
62619,train
62620,test
62621,train
62622,train
62623,train
62624,train
62625,test
62626,train
62627,train
62628,train
62629,train
62630,train
62631,train
62632,train
62633,train
62634,train
62635,train
62636,test
62637,train
62638,train
62639,train
62640,train
62641,test
62642,train
62643,test
62644,train
62645,train
62646,train
62647,train
62648,train
62649,train
62650,test
62651,train
62652,train
62653,train
62654,test
62655,test
62656,train
62657,train
62658,train
62659,test
62660,test
62661,train
62662,train
62663,train
62664,test
62665,train
62666,train
62667,train
62668,train
62669,test
62670,train
62671,train
62672,test
62673,train
62674,test
62675,test
62676,train
62677,test
62678,test
62679,test
62680,train
62681,train
62682,train
62683,test
62684,train
62685,train
62686,train
62687,test
62688,train
62689,test
62690,train
62691,train
62692,train
62693,train
62694,test
62695,test
62696,train
62697,train
62698,train
62699,train
62700,train
62701,train
62702,train
62703,train
62704,train
62705,test
62706,train
62707,train
62708,test
62709,test
62710,train
62711,train
62712,train
62713,train
62714,train
62715,train
62716,train
62717,train
62718,train
62719,train
62720,train
62721,train
62722,train
62723,train
62724,train
62725,test
62726,train
62727,train
62728,train
62729,train
62730,test
62731,train
62732,train
62733,train
62734,train
62735,train
62736,train
62737,train
62738,train
62739,train
62740,train
62741,train
62742,train
62743,train
62744,train
62745,train
62746,train
62747,train
62748,train
62749,test
62750,train
62751,test
62752,train
62753,train
62754,train
62755,test
62756,train
62757,train
62758,train
62759,train
62760,train
62761,train
62762,train
62763,train
62764,train
62765,train
62766,train
62767,train
62768,train
62769,train
62770,test
62771,train
62772,train
62773,test
62774,train
62775,train
62776,train
62777,train
62778,test
62779,train
62780,train
62781,test
62782,test
62783,train
62784,test
62785,train
62786,train
62787,train
62788,train
62789,test
62790,train
62791,train
62792,train
62793,train
62794,train
62795,test
62796,train
62797,train
62798,train
62799,train
62800,test
62801,train
62802,train
62803,train
62804,train
62805,train
62806,test
62807,test
62808,train
62809,train
62810,train
62811,train
62812,train
62813,train
62814,test
62815,train
62816,train
62817,train
62818,train
62819,train
62820,train
62821,train
62822,train
62823,train
62824,train
62825,train
62826,train
62827,train
62828,train
62829,train
62830,train
62831,test
62832,train
62833,train
62834,train
62835,train
62836,test
62837,train
62838,train
62839,train
62840,train
62841,train
62842,train
62843,test
62844,test
62845,train
62846,train
62847,test
62848,train
62849,train
62850,train
62851,test
62852,train
62853,train
62854,train
62855,test
62856,train
62857,train
62858,train
62859,train
62860,train
62861,train
62862,train
62863,train
62864,train
62865,test
62866,test
62867,train
62868,train
62869,train
62870,test
62871,train
62872,test
62873,train
62874,train
62875,train
62876,train
62877,train
62878,train
62879,train
62880,train
62881,train
62882,train
62883,train
62884,test
62885,train
62886,train
62887,train
62888,train
62889,train
62890,train
62891,train
62892,train
62893,train
62894,train
62895,train
62896,train
62897,train
62898,train
62899,test
62900,test
62901,train
62902,test
62903,train
62904,test
62905,train
62906,train
62907,test
62908,train
62909,train
62910,train
62911,train
62912,train
62913,train
62914,train
62915,train
62916,train
62917,train
62918,train
62919,train
62920,train
62921,test
62922,train
62923,train
62924,train
62925,train
62926,train
62927,test
62928,test
62929,train
62930,train
62931,train
62932,train
62933,train
62934,train
62935,train
62936,test
62937,test
62938,train
62939,train
62940,train
62941,train
62942,test
62943,train
62944,train
62945,test
62946,train
62947,train
62948,train
62949,train
62950,train
62951,train
62952,train
62953,train
62954,train
62955,train
62956,train
62957,train
62958,train
62959,train
62960,train
62961,train
62962,train
62963,train
62964,train
62965,test
62966,train
62967,train
62968,train
62969,test
62970,train
62971,train
62972,train
62973,train
62974,test
62975,train
62976,train
62977,test
62978,train
62979,train
62980,train
62981,train
62982,train
62983,train
62984,train
62985,train
62986,train
62987,train
62988,test
62989,train
62990,train
62991,train
62992,train
62993,train
62994,train
62995,train
62996,test
62997,test
62998,train
62999,train
63000,test
63001,train
63002,train
63003,test
63004,test
63005,train
63006,test
63007,train
63008,train
63009,train
63010,train
63011,train
63012,test
63013,train
63014,train
63015,train
63016,train
63017,train
63018,train
63019,train
63020,test
63021,train
63022,train
63023,train
63024,train
63025,train
63026,test
63027,test
63028,train
63029,train
63030,train
63031,train
63032,test
63033,train
63034,test
63035,train
63036,train
63037,train
63038,test
63039,test
63040,test
63041,train
63042,train
63043,test
63044,train
63045,train
63046,train
63047,train
63048,train
63049,train
63050,train
63051,test
63052,train
63053,train
63054,train
63055,train
63056,train
63057,train
63058,train
63059,train
63060,train
63061,train
63062,train
63063,train
63064,train
63065,train
63066,train
63067,train
63068,train
63069,test
63070,train
63071,train
63072,train
63073,train
63074,train
63075,train
63076,train
63077,train
63078,train
63079,train
63080,train
63081,train
63082,train
63083,train
63084,train
63085,test
63086,train
63087,train
63088,test
63089,test
63090,train
63091,train
63092,train
63093,test
63094,train
63095,train
63096,train
63097,train
63098,train
63099,train
63100,train
63101,train
63102,train
63103,train
63104,train
63105,train
63106,train
63107,test
63108,train
63109,train
63110,train
63111,train
63112,train
63113,train
63114,train
63115,test
63116,train
63117,train
63118,train
63119,train
63120,train
63121,train
63122,train
63123,train
63124,train
63125,train
63126,train
63127,train
63128,test
63129,train
63130,train
63131,train
63132,train
63133,train
63134,train
63135,train
63136,train
63137,train
63138,train
63139,test
63140,train
63141,train
63142,test
63143,train
63144,train
63145,train
63146,train
63147,train
63148,train
63149,train
63150,train
63151,train
63152,train
63153,train
63154,train
63155,train
63156,train
63157,train
63158,test
63159,train
63160,test
63161,train
63162,test
63163,train
63164,train
63165,train
63166,test
63167,train
63168,train
63169,test
63170,train
63171,train
63172,test
63173,train
63174,train
63175,train
63176,test
63177,train
63178,train
63179,train
63180,train
63181,train
63182,train
63183,train
63184,train
63185,train
63186,train
63187,train
63188,train
63189,train
63190,train
63191,train
63192,train
63193,train
63194,train
63195,train
63196,train
63197,train
63198,train
63199,train
63200,train
63201,train
63202,train
63203,train
63204,train
63205,test
63206,train
63207,train
63208,test
63209,train
63210,train
63211,test
63212,train
63213,train
63214,test
63215,train
63216,train
63217,train
63218,test
63219,train
63220,train
63221,test
63222,train
63223,train
63224,test
63225,train
63226,train
63227,test
63228,train
63229,train
63230,train
63231,train
63232,test
63233,train
63234,test
63235,train
63236,train
63237,train
63238,train
63239,train
63240,test
63241,train
63242,train
63243,test
63244,train
63245,train
63246,train
63247,train
63248,train
63249,train
63250,train
63251,train
63252,train
63253,train
63254,train
63255,train
63256,train
63257,train
63258,train
63259,train
63260,train
63261,train
63262,train
63263,train
63264,train
63265,train
63266,test
63267,test
63268,test
63269,train
63270,test
63271,test
63272,train
63273,train
63274,train
63275,train
63276,test
63277,train
63278,train
63279,train
63280,test
63281,train
63282,train
63283,train
63284,train
63285,test
63286,train
63287,train
63288,train
63289,test
63290,train
63291,test
63292,train
63293,train
63294,train
63295,test
63296,train
63297,train
63298,test
63299,train
63300,train
63301,train
63302,train
63303,train
63304,train
63305,train
63306,train
63307,train
63308,test
63309,train
63310,train
63311,train
63312,train
63313,train
63314,train
63315,train
63316,train
63317,train
63318,test
63319,test
63320,test
63321,train
63322,train
63323,train
63324,train
63325,train
63326,train
63327,test
63328,train
63329,train
63330,train
63331,train
63332,train
63333,test
63334,test
63335,train
63336,train
63337,train
63338,train
63339,train
63340,test
63341,test
63342,train
63343,train
63344,train
63345,test
63346,train
63347,train
63348,train
63349,train
63350,test
63351,test
63352,test
63353,test
63354,train
63355,train
63356,train
63357,train
63358,train
63359,train
63360,train
63361,train
63362,train
63363,train
63364,train
63365,train
63366,train
63367,train
63368,train
63369,train
63370,train
63371,test
63372,train
63373,train
63374,train
63375,train
63376,train
63377,train
63378,train
63379,train
63380,train
63381,train
63382,train
63383,train
63384,train
63385,train
63386,test
63387,train
63388,train
63389,train
63390,test
63391,train
63392,train
63393,test
63394,train
63395,train
63396,train
63397,train
63398,test
63399,train
63400,train
63401,test
63402,train
63403,train
63404,train
63405,train
63406,test
63407,train
63408,train
63409,train
63410,train
63411,train
63412,train
63413,train
63414,train
63415,train
63416,train
63417,train
63418,train
63419,train
63420,train
63421,test
63422,test
63423,train
63424,train
63425,train
63426,train
63427,train
63428,train
63429,test
63430,train
63431,train
63432,train
63433,train
63434,train
63435,train
63436,train
63437,train
63438,train
63439,test
63440,train
63441,train
63442,train
63443,train
63444,train
63445,train
63446,train
63447,train
63448,train
63449,train
63450,train
63451,test
63452,train
63453,train
63454,train
63455,train
63456,test
63457,train
63458,train
63459,train
63460,train
63461,train
63462,train
63463,test
63464,train
63465,test
63466,train
63467,train
63468,train
63469,train
63470,train
63471,train
63472,train
63473,train
63474,train
63475,train
63476,train
63477,train
63478,train
63479,train
63480,train
63481,train
63482,test
63483,train
63484,train
63485,train
63486,train
63487,train
63488,train
63489,train
63490,train
63491,train
63492,train
63493,train
63494,train
63495,train
63496,test
63497,train
63498,test
63499,train
63500,train
63501,train
63502,train
63503,train
63504,train
63505,train
63506,train
63507,train
63508,test
63509,train
63510,train
63511,train
63512,train
63513,train
63514,train
63515,train
63516,train
63517,test
63518,train
63519,train
63520,train
63521,train
63522,train
63523,train
63524,train
63525,train
63526,train
63527,train
63528,train
63529,train
63530,train
63531,train
63532,train
63533,train
63534,train
63535,train
63536,train
63537,train
63538,train
63539,train
63540,train
63541,train
63542,test
63543,train
63544,test
63545,train
63546,train
63547,train
63548,train
63549,train
63550,train
63551,test
63552,train
63553,train
63554,train
63555,train
63556,test
63557,train
63558,train
63559,train
63560,train
63561,test
63562,train
63563,train
63564,test
63565,train
63566,train
63567,train
63568,train
63569,train
63570,train
63571,train
63572,train
63573,train
63574,train
63575,train
63576,train
63577,train
63578,train
63579,train
63580,train
63581,train
63582,train
63583,train
63584,train
63585,train
63586,train
63587,test
63588,train
63589,train
63590,train
63591,test
63592,test
63593,train
63594,train
63595,train
63596,test
63597,train
63598,train
63599,train
63600,train
63601,train
63602,train
63603,train
63604,train
63605,train
63606,train
63607,train
63608,train
63609,train
63610,test
63611,test
63612,train
63613,train
63614,train
63615,train
63616,train
63617,train
63618,test
63619,train
63620,train
63621,train
63622,test
63623,train
63624,train
63625,train
63626,test
63627,train
63628,test
63629,test
63630,test
63631,train
63632,test
63633,train
63634,train
63635,test
63636,train
63637,train
63638,train
63639,train
63640,train
63641,train
63642,train
63643,train
63644,train
63645,train
63646,train
63647,test
63648,train
63649,train
63650,test
63651,test
63652,train
63653,train
63654,train
63655,train
63656,train
63657,test
63658,train
63659,train
63660,test
63661,train
63662,train
63663,train
63664,train
63665,train
63666,train
63667,train
63668,train
63669,train
63670,train
63671,train
63672,train
63673,train
63674,train
63675,train
63676,test
63677,train
63678,train
63679,train
63680,train
63681,train
63682,train
63683,train
63684,train
63685,test
63686,train
63687,train
63688,train
63689,test
63690,train
63691,train
63692,train
63693,train
63694,train
63695,test
63696,train
63697,train
63698,train
63699,train
63700,train
63701,test
63702,train
63703,train
63704,test
63705,train
63706,train
63707,train
63708,test
63709,train
63710,train
63711,train
63712,train
63713,test
63714,train
63715,train
63716,train
63717,train
63718,train
63719,train
63720,train
63721,train
63722,test
63723,train
63724,train
63725,train
63726,train
63727,train
63728,train
63729,train
63730,train
63731,train
63732,test
63733,train
63734,train
63735,test
63736,train
63737,train
63738,train
63739,train
63740,train
63741,test
63742,train
63743,train
63744,train
63745,train
63746,train
63747,train
63748,train
63749,train
63750,test
63751,train
63752,train
63753,train
63754,train
63755,train
63756,train
63757,train
63758,train
63759,train
63760,test
63761,train
63762,test
63763,train
63764,train
63765,train
63766,train
63767,train
63768,train
63769,train
63770,train
63771,train
63772,train
63773,train
63774,train
63775,train
63776,test
63777,train
63778,train
63779,train
63780,train
63781,train
63782,train
63783,train
63784,train
63785,train
63786,train
63787,train
63788,train
63789,test
63790,train
63791,train
63792,train
63793,train
63794,train
63795,test
63796,train
63797,train
63798,train
63799,train
63800,train
63801,train
63802,train
63803,train
63804,test
63805,train
63806,train
63807,train
63808,train
63809,train
63810,train
63811,train
63812,test
63813,train
63814,train
63815,train
63816,train
63817,train
63818,test
63819,train
63820,train
63821,train
63822,test
63823,train
63824,train
63825,test
63826,test
63827,train
63828,train
63829,train
63830,train
63831,train
63832,train
63833,train
63834,train
63835,train
63836,train
63837,train
63838,train
63839,test
63840,train
63841,test
63842,test
63843,train
63844,train
63845,train
63846,train
63847,train
63848,test
63849,test
63850,train
63851,train
63852,test
63853,test
63854,train
63855,train
63856,train
63857,train
63858,train
63859,train
63860,test
63861,train
63862,test
63863,train
63864,train
63865,train
63866,train
63867,train
63868,train
63869,train
63870,train
63871,train
63872,train
63873,test
63874,train
63875,train
63876,train
63877,test
63878,train
63879,train
63880,train
63881,test
63882,train
63883,train
63884,train
63885,train
63886,train
63887,train
63888,train
63889,train
63890,train
63891,train
63892,train
63893,train
63894,train
63895,train
63896,train
63897,train
63898,train
63899,train
63900,train
63901,train
63902,train
63903,train
63904,train
63905,train
63906,train
63907,train
63908,train
63909,train
63910,test
63911,train
63912,train
63913,train
63914,train
63915,train
63916,train
63917,test
63918,train
63919,train
63920,test
63921,train
63922,train
63923,test
63924,train
63925,train
63926,test
63927,train
63928,test
63929,train
63930,train
63931,train
63932,train
63933,train
63934,train
63935,test
63936,train
63937,train
63938,train
63939,train
63940,test
63941,train
63942,train
63943,test
63944,train
63945,train
63946,train
63947,train
63948,test
63949,train
63950,train
63951,train
63952,train
63953,train
63954,test
63955,train
63956,train
63957,train
63958,train
63959,train
63960,train
63961,train
63962,test
63963,train
63964,train
63965,test
63966,train
63967,test
63968,train
63969,train
63970,train
63971,test
63972,test
63973,train
63974,test
63975,train
63976,train
63977,train
63978,train
63979,train
63980,train
63981,train
63982,train
63983,train
63984,train
63985,test
63986,train
63987,train
63988,train
63989,train
63990,train
63991,train
63992,train
63993,train
63994,train
63995,train
63996,test
63997,train
63998,test
63999,test
64000,train
64001,train
64002,train
64003,train
64004,train
64005,train
64006,train
64007,train
64008,train
64009,train
64010,train
64011,train
64012,train
64013,train
64014,train
64015,train
64016,train
64017,train
64018,train
64019,train
64020,test
64021,train
64022,train
64023,train
64024,train
64025,train
64026,train
64027,train
64028,train
64029,train
64030,train
64031,train
64032,test
64033,train
64034,train
64035,train
64036,train
64037,train
64038,train
64039,test
64040,train
64041,train
64042,train
64043,train
64044,train
64045,train
64046,train
64047,train
64048,train
64049,train
64050,train
64051,train
64052,train
64053,test
64054,test
64055,train
64056,test
64057,train
64058,train
64059,test
64060,train
64061,train
64062,train
64063,test
64064,train
64065,train
64066,train
64067,train
64068,test
64069,train
64070,train
64071,train
64072,train
64073,test
64074,test
64075,train
64076,train
64077,train
64078,train
64079,train
64080,train
64081,train
64082,train
64083,train
64084,train
64085,train
64086,train
64087,test
64088,test
64089,train
64090,test
64091,test
64092,test
64093,train
64094,test
64095,train
64096,train
64097,test
64098,train
64099,train
64100,train
64101,train
64102,train
64103,train
64104,train
64105,train
64106,train
64107,train
64108,train
64109,train
64110,test
64111,train
64112,train
64113,train
64114,test
64115,train
64116,train
64117,train
64118,train
64119,train
64120,train
64121,train
64122,train
64123,train
64124,train
64125,train
64126,test
64127,train
64128,test
64129,test
64130,train
64131,train
64132,train
64133,train
64134,train
64135,train
64136,train
64137,train
64138,train
64139,train
64140,test
64141,train
64142,test
64143,train
64144,train
64145,test
64146,train
64147,train
64148,train
64149,train
64150,train
64151,train
64152,train
64153,train
64154,train
64155,train
64156,test
64157,train
64158,test
64159,train
64160,train
64161,train
64162,train
64163,train
64164,train
64165,test
64166,train
64167,train
64168,test
64169,train
64170,train
64171,train
64172,train
64173,test
64174,test
64175,train
64176,train
64177,train
64178,train
64179,train
64180,train
64181,train
64182,test
64183,train
64184,train
64185,train
64186,test
64187,train
64188,train
64189,train
64190,train
64191,train
64192,train
64193,train
64194,train
64195,train
64196,train
64197,train
64198,test
64199,train
64200,train
64201,train
64202,train
64203,train
64204,train
64205,train
64206,test
64207,train
64208,train
64209,test
64210,train
64211,test
64212,test
64213,train
64214,test
64215,train
64216,train
64217,train
64218,train
64219,train
64220,test
64221,train
64222,train
64223,train
64224,test
64225,train
64226,train
64227,train
64228,train
64229,test
64230,train
64231,train
64232,train
64233,train
64234,train
64235,train
64236,train
64237,train
64238,train
64239,train
64240,train
64241,train
64242,train
64243,train
64244,test
64245,train
64246,test
64247,train
64248,train
64249,test
64250,train
64251,train
64252,train
64253,train
64254,test
64255,train
64256,train
64257,test
64258,test
64259,train
64260,test
64261,train
64262,train
64263,train
64264,test
64265,train
64266,train
64267,train
64268,train
64269,train
64270,train
64271,train
64272,test
64273,train
64274,train
64275,train
64276,test
64277,test
64278,test
64279,train
64280,test
64281,train
64282,train
64283,test
64284,train
64285,train
64286,train
64287,train
64288,train
64289,train
64290,test
64291,train
64292,train
64293,train
64294,test
64295,train
64296,train
64297,train
64298,train
64299,train
64300,train
64301,test
64302,train
64303,train
64304,train
64305,train
64306,train
64307,test
64308,train
64309,train
64310,train
64311,train
64312,test
64313,test
64314,train
64315,train
64316,train
64317,train
64318,train
64319,train
64320,train
64321,train
64322,train
64323,train
64324,train
64325,train
64326,train
64327,train
64328,train
64329,train
64330,train
64331,train
64332,test
64333,train
64334,test
64335,train
64336,train
64337,train
64338,train
64339,train
64340,train
64341,train
64342,train
64343,test
64344,train
64345,train
64346,train
64347,train
64348,train
64349,test
64350,train
64351,train
64352,train
64353,test
64354,train
64355,train
64356,train
64357,train
64358,train
64359,train
64360,train
64361,train
64362,train
64363,train
64364,train
64365,train
64366,train
64367,train
64368,train
64369,train
64370,train
64371,train
64372,train
64373,train
64374,train
64375,train
64376,train
64377,train
64378,train
64379,test
64380,train
64381,train
64382,train
64383,train
64384,train
64385,train
64386,train
64387,train
64388,train
64389,train
64390,train
64391,train
64392,test
64393,train
64394,train
64395,train
64396,test
64397,train
64398,train
64399,train
64400,train
64401,train
64402,train
64403,train
64404,train
64405,test
64406,train
64407,train
64408,train
64409,train
64410,test
64411,train
64412,train
64413,train
64414,train
64415,train
64416,train
64417,train
64418,train
64419,train
64420,train
64421,test
64422,train
64423,train
64424,train
64425,train
64426,train
64427,train
64428,train
64429,train
64430,train
64431,train
64432,train
64433,test
64434,train
64435,test
64436,test
64437,train
64438,test
64439,train
64440,train
64441,train
64442,train
64443,train
64444,train
64445,train
64446,test
64447,train
64448,train
64449,train
64450,train
64451,train
64452,train
64453,train
64454,train
64455,train
64456,train
64457,train
64458,test
64459,test
64460,train
64461,train
64462,train
64463,train
64464,test
64465,train
64466,test
64467,test
64468,train
64469,train
64470,train
64471,test
64472,train
64473,train
64474,test
64475,train
64476,train
64477,train
64478,train
64479,train
64480,train
64481,train
64482,test
64483,train
64484,test
64485,train
64486,train
64487,train
64488,train
64489,test
64490,train
64491,test
64492,train
64493,train
64494,train
64495,train
64496,test
64497,train
64498,train
64499,train
64500,train
64501,train
64502,train
64503,test
64504,train
64505,train
64506,train
64507,train
64508,train
64509,train
64510,test
64511,train
64512,train
64513,train
64514,train
64515,train
64516,train
64517,train
64518,train
64519,test
64520,train
64521,test
64522,train
64523,train
64524,train
64525,train
64526,train
64527,train
64528,train
64529,train
64530,train
64531,train
64532,test
64533,test
64534,train
64535,train
64536,test
64537,test
64538,train
64539,train
64540,train
64541,train
64542,train
64543,train
64544,train
64545,test
64546,train
64547,test
64548,test
64549,train
64550,train
64551,train
64552,train
64553,train
64554,train
64555,train
64556,train
64557,train
64558,train
64559,train
64560,train
64561,train
64562,train
64563,train
64564,train
64565,train
64566,train
64567,train
64568,train
64569,test
64570,test
64571,train
64572,train
64573,train
64574,train
64575,train
64576,train
64577,train
64578,train
64579,train
64580,train
64581,train
64582,train
64583,test
64584,train
64585,train
64586,test
64587,test
64588,test
64589,train
64590,train
64591,train
64592,train
64593,test
64594,train
64595,train
64596,train
64597,test
64598,train
64599,train
64600,train
64601,train
64602,train
64603,train
64604,train
64605,train
64606,train
64607,test
64608,test
64609,train
64610,test
64611,train
64612,train
64613,test
64614,train
64615,train
64616,test
64617,train
64618,train
64619,train
64620,train
64621,train
64622,train
64623,train
64624,test
64625,train
64626,train
64627,train
64628,train
64629,train
64630,train
64631,train
64632,train
64633,train
64634,train
64635,train
64636,test
64637,train
64638,train
64639,train
64640,train
64641,train
64642,train
64643,train
64644,train
64645,train
64646,test
64647,train
64648,test
64649,train
64650,train
64651,train
64652,train
64653,train
64654,train
64655,train
64656,train
64657,train
64658,train
64659,train
64660,train
64661,train
64662,test
64663,train
64664,train
64665,train
64666,train
64667,test
64668,test
64669,train
64670,train
64671,test
64672,train
64673,test
64674,train
64675,train
64676,train
64677,train
64678,train
64679,test
64680,train
64681,train
64682,train
64683,test
64684,train
64685,train
64686,train
64687,train
64688,train
64689,train
64690,train
64691,train
64692,train
64693,train
64694,test
64695,test
64696,train
64697,train
64698,train
64699,train
64700,train
64701,train
64702,train
64703,test
64704,test
64705,test
64706,train
64707,train
64708,train
64709,test
64710,test
64711,train
64712,train
64713,test
64714,train
64715,test
64716,train
64717,train
64718,train
64719,test
64720,test
64721,test
64722,train
64723,train
64724,train
64725,train
64726,train
64727,train
64728,train
64729,train
64730,train
64731,train
64732,test
64733,train
64734,test
64735,test
64736,train
64737,train
64738,train
64739,train
64740,train
64741,train
64742,train
64743,train
64744,train
64745,train
64746,test
64747,train
64748,test
64749,train
64750,train
64751,train
64752,test
64753,train
64754,train
64755,train
64756,train
64757,train
64758,train
64759,train
64760,train
64761,test
64762,train
64763,train
64764,train
64765,train
64766,train
64767,test
64768,train
64769,train
64770,train
64771,train
64772,train
64773,test
64774,train
64775,train
64776,test
64777,train
64778,train
64779,train
64780,train
64781,train
64782,test
64783,train
64784,test
64785,train
64786,test
64787,train
64788,train
64789,train
64790,train
64791,train
64792,train
64793,train
64794,train
64795,test
64796,train
64797,train
64798,train
64799,test
64800,train
64801,train
64802,train
64803,train
64804,train
64805,train
64806,train
64807,test
64808,train
64809,test
64810,test
64811,train
64812,train
64813,train
64814,train
64815,train
64816,train
64817,test
64818,train
64819,train
64820,train
64821,test
64822,train
64823,train
64824,train
64825,train
64826,train
64827,train
64828,train
64829,test
64830,train
64831,test
64832,train
64833,train
64834,train
64835,train
64836,train
64837,train
64838,train
64839,train
64840,train
64841,train
64842,train
64843,train
64844,train
64845,train
64846,train
64847,train
64848,train
64849,train
64850,test
64851,train
64852,train
64853,train
64854,train
64855,train
64856,test
64857,train
64858,train
64859,train
64860,train
64861,train
64862,test
64863,train
64864,train
64865,train
64866,train
64867,train
64868,train
64869,train
64870,train
64871,train
64872,train
64873,test
64874,train
64875,train
64876,train
64877,test
64878,test
64879,test
64880,train
64881,test
64882,test
64883,train
64884,train
64885,train
64886,train
64887,train
64888,train
64889,test
64890,train
64891,test
64892,test
64893,train
64894,train
64895,train
64896,train
64897,test
64898,train
64899,train
64900,train
64901,train
64902,train
64903,train
64904,train
64905,train
64906,test
64907,train
64908,train
64909,train
64910,train
64911,train
64912,train
64913,train
64914,train
64915,test
64916,train
64917,train
64918,test
64919,train
64920,train
64921,train
64922,test
64923,train
64924,train
64925,train
64926,train
64927,train
64928,test
64929,test
64930,test
64931,train
64932,train
64933,train
64934,train
64935,train
64936,train
64937,test
64938,train
64939,train
64940,train
64941,train
64942,test
64943,train
64944,train
64945,train
64946,train
64947,train
64948,train
64949,test
64950,test
64951,train
64952,train
64953,train
64954,train
64955,train
64956,train
64957,test
64958,train
64959,train
64960,test
64961,train
64962,train
64963,train
64964,train
64965,train
64966,train
64967,train
64968,train
64969,train
64970,test
64971,test
64972,train
64973,train
64974,train
64975,test
64976,train
64977,train
64978,train
64979,train
64980,train
64981,train
64982,train
64983,train
64984,train
64985,test
64986,train
64987,test
64988,train
64989,train
64990,test
64991,train
64992,test
64993,test
64994,test
64995,train
64996,train
64997,test
64998,train
64999,train
65000,train
65001,train
65002,train
65003,train
65004,test
65005,test
65006,test
65007,train
65008,train
65009,train
65010,train
65011,train
65012,train
65013,test
65014,test
65015,train
65016,train
65017,train
65018,train
65019,train
65020,test
65021,train
65022,train
65023,train
65024,test
65025,train
65026,test
65027,train
65028,train
65029,train
65030,train
65031,train
65032,train
65033,train
65034,train
65035,train
65036,test
65037,train
65038,train
65039,train
65040,test
65041,train
65042,test
65043,train
65044,train
65045,train
65046,train
65047,train
65048,train
65049,train
65050,train
65051,test
65052,train
65053,train
65054,train
65055,train
65056,train
65057,train
65058,train
65059,test
65060,train
65061,train
65062,test
65063,train
65064,train
65065,train
65066,train
65067,test
65068,train
65069,train
65070,train
65071,train
65072,train
65073,train
65074,train
65075,train
65076,train
65077,train
65078,train
65079,train
65080,train
65081,train
65082,train
65083,train
65084,train
65085,train
